date,tweet
Sep 29, The FDA and CDC have issued warning about Delta-8 THC products.  We spoke to a hemp store worker about the benefits he sees and the precautions customers should take.  #delta8 #Hemp
Sep 29, Anxiety levels still a bit high. Intense pain will do that. Just packed my full spectrum CBD & Delta 8 to take with me to BFs tonight. Will probably leave as soon as my laundry is dry...
Sep 29," Delta-8 THC is legal in North Carolina and similar to marijuana.

But is it safe? 

Here’s my story:"
Sep 29, FDA issues warnings on delta-8 THC https://thenewsyard.com/fda-issues-warnings-on-delta-8-thc/
Sep 29," MOONWLKR was born out of the curiosity to push the boundaries of what is truly possible with Delta-8. By combining award-winning terpenes and natural flavors in unique, custom blends we explore new dimensions of taste, balance, and euphoria. https://bit.ly/3zUSD1V"
Sep 29, Delta 8 gummies dont make me paranoid or anxious or zooted they legit just make me calm and pass out. It’s like the best aspects of ouid w/o the paranoia or being too high to even have a normal convo. I love this for me
Sep 29, I don’t think Delta-8 does anything for pot heads. In my experience lol it’s a waste of money.
Sep 29, I tried the Delta-10-THC just now. As far as potency(when compared to normal Delta-9-THC) it is about equal to Delta-8-THC. It's a more energizing feeling than Delta-8 though. The problem with the THC molecule variants is whether or not you can trust the quality control process.
Sep 29, The FDA is issuing warnings associated with delta-8 THC.
Sep 29," What’s up with Delta 8 THC in NY? Despite government pushback, it remains popular"
Sep 29," I didn't know they'd gone beyond Delta 8, which is a relatively straightforward synthesis from CBD & pretty much exclusively sold in prohibition states I'd imagine. Not sure what the motive for more complexity here would be lol
"
Sep 29, The delta 8 gummies have sunflower oil 
Sep 29," Delta 8 is lit personally when the plug cuts me or rips on me this is my wave.
Mainly cause this shit can last me 2 months if I go easy on it and don't smoke all day everyday lol"
Sep 29, Delta-8’s 2018 Farm Bill Honeymoon May Be Slowly Coming to an End
Sep 30, hmmm delta 8 feels like boneless weed to me
Sep 30, Smokin like some Reggie SkullSkull I hit a fuckin delta 8 pack wood the other day immediately threw that shit out
Sep 30," So here’s the lowdown. 

Delta-9 (Reg weed) is 0.9% THC
Delta-8 is 0.3% THC.

All pure. Amazing for anxiety, stress and low level pain."
Sep 30," I use a 1gm syringe from my medical dispensary for the regular THC.

I get my Delta 8 from a reputable online service. Strongly suggest you research it.

Basically-

Delta-9 0.9% THC (reg. weed)
Delta-8 0.3% THC

Perfect for anxiety and low grade pain"
Sep 30, I got what I thought was a cbd pen from the vape shop and it’s actually delta 8 but it’s one of those pick your mood ones and I picked create and idk what all the hype is about but this really is diet weed. I feel stimulated don’t get me wrong but what
Sep 30, Look into Delta 8 THC and/or making your own cannabinoid mixtures. CBN and CBG would help with anxiety without taking away from the high the way CBD does. Delta 8 is a legal form of THC that’s typically better for those with anxiety issues but less potent overall.
Sep 30, Where do you find Delta 8? I would like to try it
Sep 30, Nobody told me delta 8 get you stuck. I took 45 mg and 30 mins later everything turned HD
Sep 30, Delta 8 is just gentrified weed
Sep 30, get a real edible and not that delta-8 shit lmao
Sep 30," So far, because Wisconsin stinks, I have tried Delta 8 gummies…and I found a brand strong enough, and there’s a gentle high that carries for a while but it’s questionable. Not like delta 9 that has been around for ages."
Sep 30," Alcohol help set a mood but often I just get too groggy to hold a thought cause I’m a lightweight.
For writing, I prefer weed of both the THC and CBD only varieties (also delta 8 vapes) It’s good for expansive thoughts and sensations that fuel the mind."
Sep 30," Just got my delta 8 vapes Star-struck 
couldn’t be happier"
Sep 30, the delta 8 hit . im in the best mood ever now .
Sep 30," I wish weed was legal in Nebraska, my only option is to go across the border to Colorado to get edibles, and I don’t trust delta 8. Ugh we just need to legalize it already"
Sep 30," One thing to avoid when looking for CBD is delta-8 CBD products and that’s only because they contain .3% THC, there’s not enough of it to be considered illegal but it will give you somewhat of a similar high"
Sep 30, The Centers for Disease Control and Prevention (CDC) and the Food and Drug Administration (FDA) recently released a warning against the safety of Delta-8-THC. Read the article: 
Sep 30, Ok but delta 8 straight. I’m fried fr
October 1, Delta 8 dabs give you the perfect high for if you gotta do some shit.
October 1, Staying home and taking delta 8 gummies tonight. This is so much better for my brain than liquor.
October 1," Wow not gonna lie these Delta 8 gummies are legit. I feel so calm , not making me anxious or have the munchies feeling. I was having high anxiety before I took them and once they kicked in my anxiety went way down. Wow incredible! #CBD #HighlyReccomend"
October 1," The Medical Case for Delta-8 THC

The growing list of medical benefits for cannabis is hard to ignore. Users and doctors alike swear by the many treatments it offers...

https://3chi.com/blog/delta-8-is-a-potential-medical-marvel?rfsn=5759637.dc7f4f"
October 1," I have the same back grown, only I drank beer.  I have discovered Delta 8 gummies.  I enjoy them, no booze or other drugs."
October 1, I really appreciate CBD. Weed be too skrong these days giving a brotha anxiety nshit. Delta 8 is calm and right up my alley.
October 1, Delta 8 was definitely not a disappointment
October 1, i think i overused delta 8 bc now that shit just makes me tired
October 1, As a guy who really likes weed I still don't understand delta-8. Back in my day if we didn't get that high we just called it reggie or brick weed
October 1, TFW delta 8 hits better than delta 9
October 1," if its delta 8, 25mgs get me there but make me tired
10mg is good for the real stuff but i can take up to 20 for a real nice time"
October 1," Delta-8 THC Deep Dive > https://bit.ly/3oqPK6E

""#Delta8 #THC has been reported, through both formal research and anecdotal testimony, to deliver roughly two-thirds of the #psychoactivity of the delta-9 isomer, but without the paranoia."""
October 1, about to go over to my grandma’s house………. popping a delta 8 gummy before i make the journey for my own inner peace
October 1, Delta 8 is actually pretty banger
October 1," Why is Delta 8 so shitty and not worth regulating, but the same exact plant with a 4% difference in THC is?"
October 1," yeppp, delta-8 Red vape, been enjoying this one all week "
October 1, yooo delta 8 edibles are no joke im still high from last night
October 1," Last week had my first try.. I took about a forth of a Delta 8 gummy.. I slept for 2.5 hours
. deep sleep! "
October 2, are we going to talk about delta 8 or…… i have so many questions and curiosities legally and chemically
October 2, I’m still slowly doing my research and field investigation of delta 8 but I think I may transition or alternate if I can get long term data
October 2, this delta 8 firee
October 2," Was addicted to Delta 8 for a couple months. I could get high whenever and even wherever I wanted. Had no self control, finally I've quit."
October 2, If you buy delta 8 you’re an asshole
October 2, The delta 8 cart I have right now puts me straight to sleep. Lmao ima only use that at bedtime. I slept all day.
October 2, Thank you Pennsylvania for having delta 8. It's a legal form of THC that I can use in moderation and not have a reaction to. Two hearts FINALLY I CAN SLEEP.
October 2, trying a delta 8 gummy. this could be the new vibe? more later.
October 2, Delta-8 is just diet THC
October 2," i took a quarter of a delta 8 edible and if this is what edibles are like for everyone else, i FINALLY get it"
October 2, I honestly find much more benefit from Delta-8 gummies and cartridges. But yeah CBD oil is pretty decent.
October 2, Consider that Delta 8 is another strain of THC and it’s potency will only grow with time. So in a lot of ways weeds been legal federally since 2018 thanks to Trumps economic war with China.
October 2, I’m deadass craving another delta 8 vape
October 2, Is going ok just got off work I’m so tired can’t wait to save up and cop some delta 8
October 2," i was skeptical of delta-8, but this shit's great"
October 2," I took a 10 mg Delta 8 gummy last night and just felt so relaxed like no stress at all, but still able to function normally"
October 2, Delta 8 don’t do shit either go get some loud 
October 2, Delta 8 THC Is Cool..
October 3, high as hell off this 25$ gas station delta 8 cart
October 3, delta 8 gummies are so good
October 3, never again am I trying delta 8 my dumbass ate a whole 1000mg edible and almost died I had to fix phones like this worst fuck up ever that’s what I get for not reading the bag 
October 3, have any of y’all tried delta 8 wtf is that
October 3, Agree. Also delta-8 gummies are miraculous for pain (esp nerve pain) if you haven’t already tried this. Less loopy high too which is Thumbs up for me!
October 3, took a delta 8 and instantly started sweating
October 3, smoking gas this not delta 8
October 3, Delta 8 is really such a blessing lol
October 3, dude ngl like delta 8 slaps and farts my guy
October 3,Try delta 8
October 3, Kassi works with this company called green relief and they do delta 8 pens and edibles and they have been AMAZING
October 3, yeah they had delta 8 with indica and sativa too we picked up some stuff for my grandpa and i got one of those little disposables with indica to help me sleep since you’ve seen first hand how sleepy indica makes me
October 3," Given the solvent acids they use to make Delta-8, I wouldn't touch the stuff unless each batch is lab tested."
October 3, Facts. I’ve tried Delta 8 too and that is very calming
October 3, Delta 8 be hitting
October 3," Okay so apparently Delta-8 THC is still controversial, should maybe consider avoiding in the future."
October 3, Working in a smoke n vape shop is so annoying no I haven’t tried delta 8 I smoke real weed at home and in the bathroom here at work I don’t have any recommendations
October 3," Actually I just tried delta 8 recently while visiting Sacramento, and it really was helpful! Very pleasant and def reduced anxiety. Too bad I can't get it here in NC lol."
October 4, Oh delta 8. I love you.
October 4, Wish my state was cool and didn’t make delta 8 illegal. Aside from myself I know plenty of people who would benefit from it.
October 4, Lol good because them delta 8 I got will have you paralyzed 
October 4, ... delta 8 is kinda good
October 4, Happy to hear it!  Delta 8 is a game changer:)
October 4," A few months now, I tried vaping for CBD/Delta 8 pain management and it works. But I have baby lungs and most of them tear me apart. I found ONE company with ONE version I can tolerate.
The new one tastes like grandma perfume but it works.
I still think it's dumb, but it works."
October 4, those delta 8 candies really smack ya right in the face
October 4," We have Delta 8 in Tennessee. I use that. It’s okay…

I have constant back pain. So it helps."
October 4, Took a Delta 8 gummy and I don't feel sh*t.
October 4, Delta 8 is ass and I will be sticking to my illegal ways
October 4, i love delta 8 so much y’all
October 4, Me rn lmaoooo I even went n bought some delta 8 THC and this shit is jus diet weed :-(
October 4, well i will always be hitting delta 8 pen b4 work now bc that was fantastic i didnt get MAD at any rude customer ONCE today i was like U KNOW WHAT I FEEL SO GOOD AND FLIRTY TODAYsooooo flirt with me or get outtttaaa my face
October 4, If we talkin delta 8…. These are top of the hill…. I’m off world right now
October 4, Have you tried the Delta 8 THC? It’s good ish and it doesn’t knock you off your feet. Plus it’s legal here in TX
October 4, p sure delta-8 fucked me up fam stop while you can
October 4," No shit. I won't even hand over my delta 8 gummies, and all that shit does is make me sleepy."
October 4, Delta 8 really took me to another dimension last night
October 5," No proof of your case in there.  Purely speculation, and who is to trust the money grubbing government isn’t lobbying for their own gain.  I personally have been completely fine vaping and ingesting delta 8 and thc-o.  Look me up @coffeecolorbrotha"
October 5," Braden has entered another plane of existence. Delta 8 is like, Weed Lite."
October 5, Delta 8 edibles are a wild time. Godspeed.
October 5, There are no standards of regulation for this fad synthetic chemical. It doesn't exist in nature. There is a reason Colorado outlawed Delta 8.  We're you at Champs?
October 5," Confession:

I'm starting to enjoy Delta 8/10 more than I do with organic THC."
October 5, delta 8 be kinda crazy
October 5," Have you heard of Delta 8? News 3's 
@ClayFalls
 takes a look at what it is and why we are seeing some people being arrested in Brazos County for possessing it."
October 5, That delta 8 stuff actually works
October 5," Overall I'd have to say the Delta 8 and Delta 10 market have the potential to be threats to Floridas medical market if left unregulated. The costs are significantly cheaper than a medical dispensary, and it was quite easy to get. Still prefer Delta 9 and lab testing tho

#MSOgang"
October 5," So, I tried a couple of edible delta-8 THC products for this story. They did in fact work as advertised -- one more than the other."
October 5," i had some good delta 8 shatter last year, i feel like it all depends on the terps they use. we've all hit w cbd pen that tasted like e juice before"
October 5," yeah it hurts my lungs and keeps getting stuck so i have to pull hard and i have to smoke so much of it to feel anything it’s just not worth it, i like the cake delta 8 pens tho"
October 5, Delta 8 and Delta 10 are spreading all over Minnesota while legislators drag their feet to legalize Delta 9. Some people repeatedly can't tell any difference. What a crazy loophole.
October 5, You know what? Delta 8 isn’t too bad
October 5, Delta 8 is so much stronger than regular cbd
October 5," Is regulation coming down on the Delta 8 and Delta 10 industry? Maybe.

#delta8 #delta10 #hemp #cbd #nihc #policy"
October 5, This delta 8 not so bad I fuxxx wit it
October 5," Anyone buy delta 8 or 10 vapes or edibles? If so what are your favs? I've only tried one brand of D8 edibles, and honestly I didn't feel anything. Suggestions and favs if you got them! Leave a comment or dm me if you don't wanna put it on blast"
October 6," after a couple days of just using delta 8, i must say i enjoy it more than delta 9."
October 6, Paring this 16% CBD bud & 89% delta 8 THC. Thanks loophole laws. I’m zoinked
October 6, I’m a little over 2 months. Delta 8 gummies have helped with the stress
October 6, There’s fentanyl in that Delta 8 shit because that’s a different kind of substance lmaoo
October 6, Fuck delta 8 is way stronger than I thought
October 6, You on that gas station delta 8 bro? Your tweekin lol
October 6, Delta-8 THC Legality: Why Regulations Are On The Rise https://radaronline.com/p/delta-8-thc-legality-why-regulations-are-on-the-rise/ #SmartNews
October 6, delta 8 is Face vomiting
October 6, I dont endorse usage of Delta-8 tetrahydrocannabinol
October 6," In the Weeds: Delta-8 Warnings, Cannabis Use for Athletes and Use in California Healthcare Facilitie... http://bit.ly/3Fktt0u #cannabis"
October 6," Oh shit, I didn't know all that. I know the only difference I've ever noticed with Delta 8 is the effects don't last as long as with Delta 9, but thanks for the heads up!"
October 6, bought a delta 8 vape for the shits and giggles now i don’t know where i am
October 6,CDC 
October 6, Let me tell yall....do not take 2 delta 8 gummies at the same time. You will regret it for several hours
October 6," Don't miss this opportunity to take your Delta 8 knowledge even further. 

Including what it is, where it comes from, the legality, and even how to make Delta 8.

https://extraktlab.com/delta-8-thc-course/

s #extraktLAB #education #free #course"
October 6, if it’s delta 8 stop smoking that shit immediately please
October 6," I bought delta 8 shisha, i like"
October 6, whooaaaaa brother this delta 8 got me 
October 7, it’s like a milder version of the weed we normally smoke or edibles. i smoke delta 8 weed and they have edibles too. it’s pretty reasonably priced too!! check it out at most smoke shops or 50 shades of green
October 7," ooc

im not doing so good so i might UHHH try to steal some delta 8 to make myself happy."
October 7, Why is this delta 8 gummy hitting me like this I took more yesterday and felt way less high this makes no sense
October 7, I ran into my neighbor and he sells delta 8 stuff for a living and casually gives me some goodies to try out. I love my complex
October 7," If CBD is diet weed, then delta 8 is weed zero"
October 7," Delta 8 gives me such bad anxiety lmao

Also I heard this dude say he likes to use it bc it's basically like cbd and doesn't pop on a drug test and it was like oh no baby who told u that"
October 7, get delta 8!!! it’s so good friend.
October 7, Lol delta 8 is gr8. Mix it with some CBD flower so it’s not as strong
October 7, It’s Hundred points symbol honestly. I love my delta 8 pen
October 7, It’s official: California legalizes CBD (but not delta-8 THC) http://dlvr.it/S972Qz
October 7," id say CBD is seltzer, delta 8 is diet weed xD"
October 7, Try delta 8 it’s no JOKE
October 7, That Delta 8 do slap tho
October 7, This delta 8 x thc o vape been hitting all week. Order it.
October 7, Delta 8 is nice af too! It’s a legal version of delta 9 and doesn’t give you that anxiety/paranoia forreal
October 7, Delta 8 is the full realization of all the fake “Legal Kush” ads from fifteen years ago
October 7, Idk how I feel towards you if you think Delta 8 gets you “fucked up”
October 7, Yeah that delta 8 shit is crazy
October 8," Yeah delta 8 isn't bad at all. I smoke a Delta 8 cart during the day then switch to regular D9 dabs/ect after work :).

I was pleasantly surprised the first time I tried it, for sure."
October 8, Shoulnt have smocked that delta 8 from te mall kiosk
October 8, yesss i went back to regular flower/carts earlier this year when i went to Denver and i didn’t care too much for the high. i was perplexed like “do i like delta 8 more????”
October 8, yo i just tried Delta 8 flower from the smoke shop. and this shit is actually hella good
October 8," FDA and CDC Issues Warnings on Delta-8 THC Products via 
@cannabis_net"
October 8, Still trying to wrap my mind around delta 8 thc being legal
October 8, bought a 10 pack of delta 8 gummies from the single sketchiest most money-laundering store I've ever seen
October 8," Finally tried Delta-8

Am I high? Yes. 
Am I high as I would be if I smoked some AAA bud? No.

But the good taste and no weed smell makes it worth it if ya out and about."
October 8," If you ever have a mind to experiment and can trust a bit, I would seriously recommend Delta 8 THC tinctures or vapes. Great high feeling in your mind and body, but it won’t rip you completely like bud. Much less paranoia."
October 8," Nah delta-8 be having me high as hell lmao and my cat, he fucking loves getting high Loudly crying face .. the gummies hit too"
October 8, CBD≠Delta 8 stop comin in my store askin for CBD pens y’all sound like idiots
October 9, I wish I had a new battery & a new cart rn. But I don’t want delta 8 no more. I’m tryna d*e when I hit it pause
October 9," CBD is changing my life. Delta-8 as well. I’ll always love you, Delta-9, but sometimes you’re like driving a rollercoaster to work. 

Still pass that, tho. 

Cannabis is amazing."
October 9, Just buy some delta 8 homie
October 9, Why have I been stressed since I was born?? This fucking sucks. The only thing that's actually fucking helped is weed and now Ive only got this stupid delta 8 shit which fucks with my ptsd-esque symptoms
October 9," Delta-8 is blowing my mind. Its feels no different than real THC.

Guess I'm a fan now."
October 9, This delta 8 cart really saving me from walking out and sabotaging things going well for me
October 9, I had a delta 8 gummy worm and had to rethink my life for 2 days lmfao
October 9, No cap delta 8 had me geeked.
October 9, I think Delta 8 is real 
October 9, i am not smoking anything called kratom or delta 8. i learned my lesson with k2 back in 2009 thank you
October 10, DEA raiding my apartment and making fun of me for smoking delta 8
October 10, Those delta 8 gummies be hitting low key lmao
October 10, Delta-8 hasn’t really done much for me. It def is a high but not what I’m looking for
October 10, The 8 in delta 8 stand for 8 seconds bc that’s how long the high last
October 10," Just got my new delta 8 cart and gummy’s from cbd nugs. Bro, they’re a great company and I definitely recommend them. "
October 10, Delta 8 is lowkey the shit
October 10," Don’t smoke delta 8 it’s not worth it trust me it’s not good.. Some would say it’s a waste. Don’t smoke delta 8 it’s not recommended by some. 

However me (a genius guy) has NEVER!! Smoked delta 8 from smokers choice. Not once not twice not ever. Seriously who would do that?"
October 10, Lmao delta 8 fr just makes me sleepy
October 10," Just so we're all on the same page, delta 8 edibles will still get you pretty high."
October 10, Aint no way that was delta-8 I’m off a bean rn
October 11, That's why I didnt say marijuana initiallyHugging face. Herbs and spices just sounds more subtle and neutral. Delta-8 is also great for my anxiety disorders so I'm very grateful we finally have shops that's carry it more
October 11," Someone explain why in the state of Tennessee, Delta 9 THC is classified in the same class as heroin. But you can buy delta 8 THC at the local shell for $25. That’s so ass backwards to me."
October 11," The best Delta 8 products I've ever tried, adding the some CBD to the next order cause I'm hearing great things"
October 11, Damn delta 8 cart some fucking Reggie
October 11," Actually, if you dug a smidge you would see that it's actually delta-8, which is legal in every state and I smoke it because it helps with my heart issues. So be kind and do your research."
October 11, Delta 8 ain't shit.
October 11," I’ve also been doing a LOT of edibles so there’s that, too. Delta 8 THC is the shit (and totally legal in my ass-backwards state which is a bonus). This shit helps me sleep sooooo well."
October 11, Girl are you Delta 8 THC? Because you make me sick to my stomach
October 11," I don't really get high from Delta 8, just feel good but completely functional.  Great alternative to totally stoned."
October 11, Niggas selling some shit called Delta 8 in smoke shops thats not illegal but will make you fail a drug test. God save us from this laboratory shit.
October 12, Fortunately it's just Delta 8 and nothing too strong
October 12," it works best for me with some kinda thc component, big fan of delta 8 lately"
October 12, Wakings up high off delta 8 is extremely unpleasant
October 12," Yesterday, the Washington Medical Commission sent out an alert about children ingesting delta 8 THC products and requiring hospitalization. The Washington Poison Control Center says they have no reports in their database of exposure to delta 8 products, specifically."
October 12, Because they can manufacture massive amounts of Delta-8 and THC-0?  Farm Bill was a mistake
October 12, This new delta 8 slaps
October 12, adderral is delta-8 meth
October 12," NEW: The Delta-8 Dilemma

A hemp-derived cannabinoid that supplies a high is roiling the industry, regulators, and health officials."
October 12, Delta 8 is cool i like diet weed
October 12," @HawleyMO
 Stop by any “ vape” / alternative supp shop. Pick up Missouri Delta 8 thc supplement. This unregulated supp is severely stronger than most opiod presc drugs and does not require anything other than age 18! So very dangerously stupid of Missouri to allow !!!!"
October 13, I’ve researched Delta 8 from Europe to Canada & the Flag of United States. The 5 most common severe side effects of delta 8 are nothing compared to the effect of opioids &Soma that I was on for pain management for 20 years. For the first time in 25 yrs I have less pain because of CBD and Up-pointing red triangle8️⃣ imho.
October 13, Uhh so I ate one (1) delta-8 gummy last night and tripped absolute balls??? Does this happen to other people or am I just a massive lightweight??
October 13," https://tinyurl.com/yfobmap7 New NORML Report Highlights Concerns Regarding Sale of Unregulated Delta-8 THC, Similar Products"
October 13, Is Delta 8 safe? No. Probably not. Am I still gonna get high off it and listen to Les Rallizes Dénudés on weekends? Definitely yes a really big yes.
October 13," I have been using CBD Delta 8 with 40mg of THC in a gummy/sour worm. I take a fourth of a worm & sleep great. You really have to be careful with edibles. I had a bad experience with them, so very conservative with it now."
October 13, Delta 8 is just diet weed
October 13, Idk about y’all but I wouldn’t smoke delta 8
October 13, What're Tommy's thoughts on vaping Delta 8 or Delta 10 products? I laughed at vaping until this worked for pain without getting high.
October 13, i should not have trusted the gas station delta 8 gummies .
October 13, delta 8 products helped a lot - doesnt have the psychoactive properties that cause anxiety/paranoia if u still wanna shmoke(:
October 14, HOW HAS DELTA-8 FUCKED ME UP SO BAD
October 14, Bruh these delta 8 edibles got my spine and brain tickling
October 14, everyone hold on bc i never believed the delta 8 hype and it’s lichrally weed
October 14, i love delta 8 so much y’all
October 14, Delta 8 edibles hit omg
October 14," Delta 8 is making my current food hyperfixation even worse than it already was.
"
October 14," Last Monday Michigan put all THC products under the MMFLA. So, no more selling Delta 8 at the corner drug store... Flushed face 

#MichiganCannabis
#marijuana"
October 14, Time to rot my brain with some delta 8
October 14, Try Delta 8:) google it if you don’t already know:)
October 14," In Texas right now Delta 8 is legal, it fell through the legislative cracks & it’s awesome:))"
