date,tweet,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound
Sep 25, If this is you stop in for some treatment options and products. CBD and Delta 8 will help as well as a good joint compound supplement. #painmanagement #jointpain #cbd #delta8 #reiki #MagnetTherapy #lighttherapy #pittsburgh #southhills,0.198,0.057,0.746,0.6705
Sep 25," Saline IV, 1000ml Face with tears of joy. If you can’t get that, then some delta 8, at the CBD shop. Cures the headache part like bam, goes right away.",0.179,0.054,0.767,0.6597
Sep 25," I have 3 Juuls on me at any time lmao but only Virginia tobacco and I heard you're a menthol boy. 
Delta 8 is basically legal mid-range weed.",0.167,0.0,0.833,0.4939
Sep 25, Just checked and delta 8 isn’t kosher in MS either. Been a game changer for my sleep and recovery.,0.0,0.0,1.0,0.0
Sep 25, I just discovered delta 8 gummies.  They are legal here and I sleep and feel so much better.  I do t care what people think.  It’s my body and my health and these help so much,0.282,0.0,0.718,0.8617
Sep 25, Bro some cbd delta 8 gummies would go soo crazy this morning,0.0,0.194,0.806,-0.34
Sep 25," So yeah, DELTA-8? A scientific miracle or what?",0.571,0.0,0.429,0.7686
Sep 25," Dude, I'm gonna go get some Delta-8 THC gummies today.  Time for some chill drawing time.  (Weed isn't legal in Wisconsin, but CBD, Delta-8 and Delta-10 THC is.  So I use whats I can gets)",0.0,0.036,0.964,-0.0477
Sep 26, That Delta 8 gummy had me on the ropes earlier today... Thought it was my time..,0.0,0.0,1.0,0.0
Sep 26, I don't trust the Delta 8 market yet. Someone I was visiting had some d8 gummies so they gave me some for sitting around in the airport I ate 300 mg of Delta 8 THC before I got to the airport and I've been sober as fuck all day.,0.0,0.206,0.794,-0.886
Sep 26, A great post for all : The FDA Warns Consumers of the Risks Associated with Delta-8 THC Products,0.199,0.17,0.631,0.3818
Sep 26," Dont do what I did. I overdid it too. Did it with Kratom and then Delta 8. Threw up crazy bad for 2 days on the first one, and had a very bad trip on the second. Just need the jays I smoked back in college many, many years ago. And today I'd probably vape them.",0.0,0.164,0.836,-0.8555
Sep 26," can’t believe i just learned about delta 8, its pretty enjoyable stuff",0.404,0.0,0.596,0.7269
Sep 26, that delta 8 is actually ight tho lol. i fw it.,0.259,0.0,0.741,0.4215
Sep 26, A few studies came out about how dangerous the Delta 8 stuff is and how unlike regular cannabis you can have an adverse reaction and die,0.0,0.311,0.689,-0.8591
Sep 26, Delta-8 THC Ban Nearly Added to Outdoor Cannabis Farming Bill,0.0,0.286,0.714,-0.5574
Sep 26," Investment bankers, CFOs, and treasurers coming into my store and dropping hundreds of dollars on delta 8 shit and kratom what the fuck is this city",0.046,0.233,0.721,-0.7717
Sep 26," If your sober try the delta 8 , or Delta 10 gummies. They’re only 3-5% thc and they really work! I’d pry go for one of the “indicas” cuz some of the sativas will actually give you energy",0.064,0.0,0.936,0.3382
Sep 26, Delta 8 is garbage,0.0,0.0,1.0,0.0
Sep 26," Basically everything, lmao. Rn I’m tryna figure out how to see the weed man before work and not seem sus to my mom. I tried these delta 8 cartridges the other day and they didn’t slap like the real shit so I’m just like “fuck sobriety” at this point",0.187,0.064,0.749,0.7096
Sep 26," delta 8 is the g-spot of weed that i never knew i needed. no anxiety, relaxed, and motivated.",0.389,0.082,0.529,0.7497
Sep 26, down bad last night i had delta 8,0.0,0.412,0.588,-0.5423
Sep 26, Delta 8 is super weird. I love it.,0.633,0.133,0.234,0.8126
Sep 26, delta 8 is an answered prayer,0.0,0.0,1.0,0.0
Sep 26, Delta 8 edibles are surprisingly nice. Tried my first one yesterday and got like 13 hours of sleep 10/10.,0.333,0.0,0.667,0.7579
Sep 26," Migraines are on every states list of excepted for medical marijuana. 
I checked. I have a migraine every day. Maybe not the entire day, but most of it. A high quality CBD or my favorite, Delta 8. I get them in a tincture and capsules. It even works for me if it's in a candy bar",0.077,0.0,0.923,0.6124
Sep 27," what a very chill and relaxing monday night i’m about to have. just me, netflix, my intrusive thoughts and delta 8 vape.",0.154,0.0,0.846,0.5367
Sep 27, Tell me you don’t smoke weed without telling me you actually smoke weed…and it’s these fucks out here smoking/eating/drinking delta 8 like it’s the best thing since sliced bread Face with tears of joyFace with tears of joyFace with tears of joy we get access to medical weed at a legal level & ppl wanna go backwards.,0.18,0.132,0.689,0.6369
Sep 27, The wildest thing on the planet to me is gas stations in Ohio selling CBD and Delta-8 flower/prerolls/cartridges but Delta-9 THC being medicinal only. Also who regulates the Delta-8 products?,0.0,0.0,1.0,0.0
Sep 27, Them delta 8 edibles at the smoke shop? Ain’t no mf joke,0.164,0.164,0.672,0.0
Sep 27, local headshop has kratom with delta 8 mixed in. Someone stop them.,0.0,0.18,0.82,-0.296
Sep 27, There’s a coffee shop by my apartment that sells delta 8 infused coffee and it’s the best thing that’s ever happened to me,0.174,0.0,0.826,0.6369
Sep 27, I work at an adult store where we sell Delta 8 products and I bought a seltzer water with 25mg in it and good god I was high-adjacent for like 5 hours. Like almost TOO mellow. It kinda fucked me up lol,0.273,0.088,0.64,0.7713
Sep 27, I’m smoking delta 8 right now. I feel the high but I like feeling more high lmao. It’s like weed that won’t get there for me. I be annoyed.,0.375,0.091,0.535,0.8914
Sep 27, Delta 8 doesn’t do anything for me anymore. It did at first but I don’t really smoke it anymore. The tincture hits sometimes but I have to get the dose right. I’m excited for thc o.,0.088,0.0,0.912,0.4767
Sep 27," Feds warn about delta-8 THC (Newsletter: September 15, 2021) -",0.0,0.149,0.851,-0.1027
Sep 27," Just got new Botox, cruising around the city listening to cherry blossom by kacey, vaping delta 8….feeling like who I was meant to be in this moment",0.091,0.0,0.909,0.3612
Sep 27," OC Health Care Agency Updates: Flu vaccinations available, COVID vaccine booster, costly COVID-19 hospitalizations of unvaccinated, Delta-8 THC Health Advisory -",0.132,0.165,0.702,0.0516
Sep 27," Lets look at this clearly... 

Delta 8 keeps me up and going until I crash. I only need 5 hours of sleep right now to maintain.

Clearly you want to be entertained...

Do your job & spread this shit. I work as hard to keep this shit interesting for you as you do in your 15hr days",0.106,0.199,0.695,-0.7845
Sep 27, Delta 8 kinda gives me indigestion,0.0,0.0,1.0,0.0
Sep 27," Delta 8 may not be real weed, but it does a good job tricking your brain that it is.
",0.25,0.0,0.75,0.6124
Sep 27, Delta 8 ain’t nothing but legalized mid ,0.0,0.0,1.0,0.0
Sep 27, Delta 8 got me fried,0.0,0.0,1.0,0.0
Sep 27," I really love the Delta 8 TruPod. It helps me as much as CBD when I’m really sick, like today. #ReliefNaturally #ad #Delta8 #TruPod 
@Trulieve",0.304,0.111,0.585,0.7414
Sep 28, that delta 8 shit hits,0.0,0.545,0.455,-0.5574
Sep 28, I have delta 8 edibles Bc they’re legal here and they won’t go out of my sight. I would not be giving that shit away,0.057,0.216,0.727,-0.6293
Sep 28, Them Delta-8’s hitting huh lol,0.412,0.0,0.588,0.4215
Sep 28, delta 8 mids,0.0,0.0,1.0,0.0
Sep 28, Noone is giving away free edibles to kids lol even the delta 8 shits are expensive.,0.376,0.137,0.487,0.6597
Sep 28, I have really enjoyed the delta-8 disposable vapes. I may have to try this out!,0.245,0.0,0.755,0.5974
Sep 28," 7/Another way to put the point is this: Even for those who believe that prohibitions against individual consumption of cannabis are unwarranted, believing that the bad health effects are exaggerated and that this is about liberty oughta worry about Delta-8, because it is/7",0.068,0.155,0.777,-0.5267
Sep 28, Yea not high end but those in the pic are Delta 8 which is legal and will definitely get you high. Even if you are a weed smoker.,0.181,0.0,0.819,0.6486
Sep 28, i used to smoke hella loud back when i was like 17/18 i stopped smoking like that maybe now a few times a year. anyway i can’t be the only one who fucks w delta 8. that’s my shit,0.123,0.212,0.665,-0.5574
Sep 28, have you tried delta 8? is legal and does mostly the same thing! you can get it in your local dispensary (Texas needs to get their shit togetehr),0.048,0.124,0.828,-0.5255
Sep 28," Kids shouldn't be eating random weed treats. You give them some bunk ass delta 8 shit and they're gonna grow up to be cops or some shit. I gotta check quality first. 

Like I'm not gonna be introducing kids to rap by playing them drake or some shit.",0.073,0.244,0.683,-0.9001
Sep 28," NEW CDC HEALTH ADVISORY
delta-8 THC adverse effects in cannabis",0.0,0.217,0.783,-0.3612
Sep 28, damn i want edibles now! got some delta 8 last week and usually they are fine but this batch feels like some duds,0.244,0.074,0.682,0.501
Sep 28, Weekly Canna: Delta-8 THC Gets Unwanted Attention – The Paper.,0.0,0.192,0.808,-0.2263
Sep 28, So…….. I was super skeptical about delta 8 but I was given one as a vape and all I have to say is holy shit……..,0.111,0.075,0.814,0.2023
Sep 28," I think the secret to taking road trips with your parents and aunts as an adult is a fun little mix of CBD and Delta-8 THC. How many mgs? Nobody knows.

I am c h i l l i n g",0.102,0.0,0.898,0.5106
Sep 28, I love delta 8,0.808,0.0,0.192,0.6369
Sep 28," Hey everyone...
If your parent or grandparent takes CBD, make sure that when they go to get it, they actually get CBD and not Delta-8. My wife's stepmom learned the hard way.

Delta-8 is THC. It'll make you high. And if you're not used to that... OH LAWD.",0.046,0.028,0.926,0.2263
Sep 29, This delta 8 be hitting,0.0,0.0,1.0,0.0
Sep 29, using delta 8 and getting dangerously chill,0.0,0.375,0.625,-0.4588
Sep 29, Delta 8 dope,0.0,0.0,1.0,0.0
Sep 29," In good news i found out that the reason that thc been sending me to eeby deeby is bc i have been taking like 50ish (if not more) mg of delta 8 if i take a full dropper of oil w the gummy

So it was my dumbass fault",0.107,0.124,0.769,-0.2263
Sep 29, The FDA and CDC have issued warning about Delta-8 THC products.  We spoke to a hemp store worker about the benefits he sees and the precautions customers should take.  #delta8 #Hemp,0.079,0.073,0.848,0.0516
Sep 29, Anxiety levels still a bit high. Intense pain will do that. Just packed my full spectrum CBD & Delta 8 to take with me to BFs tonight. Will probably leave as soon as my laundry is dry...,0.035,0.165,0.8,-0.5994
Sep 29," Delta-8 THC is legal in North Carolina and similar to marijuana.

But is it safe? 

Here’s my story:",0.242,0.0,0.758,0.6249
Sep 29, FDA issues warnings on delta-8 THC https://thenewsyard.com/fda-issues-warnings-on-delta-8-thc/,0.0,0.268,0.732,-0.296
Sep 29," MOONWLKR was born out of the curiosity to push the boundaries of what is truly possible with Delta-8. By combining award-winning terpenes and natural flavors in unique, custom blends we explore new dimensions of taste, balance, and euphoria. https://bit.ly/3zUSD1V",0.212,0.0,0.788,0.8658
Sep 29, Delta 8 gummies dont make me paranoid or anxious or zooted they legit just make me calm and pass out. It’s like the best aspects of ouid w/o the paranoia or being too high to even have a normal convo. I love this for me,0.277,0.074,0.649,0.8988
Sep 29, I don’t think Delta-8 does anything for pot heads. In my experience lol it’s a waste of money.,0.143,0.143,0.714,0.0
Sep 29, I tried the Delta-10-THC just now. As far as potency(when compared to normal Delta-9-THC) it is about equal to Delta-8-THC. It's a more energizing feeling than Delta-8 though. The problem with the THC molecule variants is whether or not you can trust the quality control process.,0.1,0.107,0.792,-0.0851
Sep 29, The FDA is issuing warnings associated with delta-8 THC.,0.0,0.216,0.784,-0.296
Sep 29," What’s up with Delta 8 THC in NY? Despite government pushback, it remains popular",0.189,0.0,0.811,0.4215
Sep 29," I didn't know they'd gone beyond Delta 8, which is a relatively straightforward synthesis from CBD & pretty much exclusively sold in prohibition states I'd imagine. Not sure what the motive for more complexity here would be lol
",0.15,0.049,0.801,0.6172
Sep 29, The delta 8 gummies have sunflower oil ,0.0,0.0,1.0,0.0
Sep 29," Delta 8 is lit personally when the plug cuts me or rips on me this is my wave.
Mainly cause this shit can last me 2 months if I go easy on it and don't smoke all day everyday lol",0.126,0.143,0.731,-0.1901
Sep 29, Delta-8’s 2018 Farm Bill Honeymoon May Be Slowly Coming to an End,0.0,0.0,1.0,0.0
Sep 30, hmmm delta 8 feels like boneless weed to me,0.263,0.0,0.737,0.3612
Sep 30, Smokin like some Reggie SkullSkull I hit a fuckin delta 8 pack wood the other day immediately threw that shit out,0.113,0.163,0.724,-0.2732
Sep 30," So here’s the lowdown. 

Delta-9 (Reg weed) is 0.9% THC
Delta-8 is 0.3% THC.

All pure. Amazing for anxiety, stress and low level pain.",0.113,0.354,0.533,-0.7322
Sep 30," I use a 1gm syringe from my medical dispensary for the regular THC.

I get my Delta 8 from a reputable online service. Strongly suggest you research it.

Basically-

Delta-9 0.9% THC (reg. weed)
Delta-8 0.3% THC

Perfect for anxiety and low grade pain",0.124,0.151,0.725,-0.0772
Sep 30, I got what I thought was a cbd pen from the vape shop and it’s actually delta 8 but it’s one of those pick your mood ones and I picked create and idk what all the hype is about but this really is diet weed. I feel stimulated don’t get me wrong but what,0.091,0.105,0.804,-0.1901
Sep 30, Look into Delta 8 THC and/or making your own cannabinoid mixtures. CBN and CBG would help with anxiety without taking away from the high the way CBD does. Delta 8 is a legal form of THC that’s typically better for those with anxiety issues but less potent overall.,0.106,0.057,0.838,0.3291
Sep 30, Where do you find Delta 8? I would like to try it,0.2,0.0,0.8,0.3612
Sep 30, Nobody told me delta 8 get you stuck. I took 45 mg and 30 mins later everything turned HD,0.0,0.111,0.889,-0.25
Sep 30, Delta 8 is just gentrified weed,0.0,0.0,1.0,0.0
Sep 30, get a real edible and not that delta-8 shit lmao,0.494,0.0,0.506,0.7798
Sep 30," So far, because Wisconsin stinks, I have tried Delta 8 gummies…and I found a brand strong enough, and there’s a gentle high that carries for a while but it’s questionable. Not like delta 9 that has been around for ages.",0.105,0.178,0.717,-0.4339
Sep 30," Alcohol help set a mood but often I just get too groggy to hold a thought cause I’m a lightweight.
For writing, I prefer weed of both the THC and CBD only varieties (also delta 8 vapes) It’s good for expansive thoughts and sensations that fuel the mind.",0.125,0.0,0.875,0.6908
Sep 30," Just got my delta 8 vapes Star-struck 
couldn’t be happier",0.298,0.0,0.702,0.5267
Sep 30, the delta 8 hit . im in the best mood ever now .,0.318,0.0,0.682,0.6369
Sep 30," I wish weed was legal in Nebraska, my only option is to go across the border to Colorado to get edibles, and I don’t trust delta 8. Ugh we just need to legalize it already",0.191,0.071,0.738,0.5719
Sep 30," One thing to avoid when looking for CBD is delta-8 CBD products and that’s only because they contain .3% THC, there’s not enough of it to be considered illegal but it will give you somewhat of a similar high",0.0,0.098,0.902,-0.4404
Sep 30, The Centers for Disease Control and Prevention (CDC) and the Food and Drug Administration (FDA) recently released a warning against the safety of Delta-8-THC. Read the article: ,0.096,0.082,0.822,0.1027
Sep 30, Ok but delta 8 straight. I’m fried fr,0.441,0.0,0.559,0.4497
October 1, Delta 8 dabs give you the perfect high for if you gotta do some shit.,0.192,0.187,0.622,0.0258
October 1, Staying home and taking delta 8 gummies tonight. This is so much better for my brain than liquor.,0.166,0.0,0.834,0.4902
October 1," Wow not gonna lie these Delta 8 gummies are legit. I feel so calm , not making me anxious or have the munchies feeling. I was having high anxiety before I took them and once they kicked in my anxiety went way down. Wow incredible! #CBD #HighlyReccomend",0.269,0.065,0.666,0.8939
October 1," The Medical Case for Delta-8 THC

The growing list of medical benefits for cannabis is hard to ignore. Users and doctors alike swear by the many treatments it offers...

https://3chi.com/blog/delta-8-is-a-potential-medical-marvel?rfsn=5759637.dc7f4f",0.125,0.148,0.727,0.0516
October 1," I have the same back grown, only I drank beer.  I have discovered Delta 8 gummies.  I enjoy them, no booze or other drugs.",0.143,0.098,0.759,0.25
October 1, I really appreciate CBD. Weed be too skrong these days giving a brotha anxiety nshit. Delta 8 is calm and right up my alley.,0.291,0.064,0.644,0.7178
October 1, Delta 8 was definitely not a disappointment,0.643,0.0,0.357,0.6599
October 1, i think i overused delta 8 bc now that shit just makes me tired,0.0,0.419,0.581,-0.7579
October 1, As a guy who really likes weed I still don't understand delta-8. Back in my day if we didn't get that high we just called it reggie or brick weed,0.103,0.0,0.897,0.4754
October 1, TFW delta 8 hits better than delta 9,0.367,0.0,0.633,0.4404
October 1," if its delta 8, 25mgs get me there but make me tired
10mg is good for the real stuff but i can take up to 20 for a real nice time",0.202,0.103,0.695,0.5719
October 1," Delta-8 THC Deep Dive > https://bit.ly/3oqPK6E

""#Delta8 #THC has been reported, through both formal research and anecdotal testimony, to deliver roughly two-thirds of the #psychoactivity of the delta-9 isomer, but without the paranoia.""",0.0,0.0,1.0,0.0
October 1, about to go over to my grandma’s house………. popping a delta 8 gummy before i make the journey for my own inner peace,0.156,0.0,0.844,0.5423
October 1, Delta 8 is actually pretty banger,0.444,0.0,0.556,0.4939
October 1," Why is Delta 8 so shitty and not worth regulating, but the same exact plant with a 4% difference in THC is?",0.0,0.187,0.813,-0.4838
October 1," yeppp, delta-8 Red vape, been enjoying this one all week ",0.274,0.0,0.726,0.5267
October 1, yooo delta 8 edibles are no joke im still high from last night,0.153,0.153,0.694,0.0
October 1," Last week had my first try.. I took about a forth of a Delta 8 gummy.. I slept for 2.5 hours
. deep sleep! ",0.0,0.0,1.0,0.0
October 2, are we going to talk about delta 8 or…… i have so many questions and curiosities legally and chemically,0.08,0.0,0.92,0.1027
October 2, I’m still slowly doing my research and field investigation of delta 8 but I think I may transition or alternate if I can get long term data,0.0,0.0,1.0,0.0
October 2, this delta 8 firee,0.0,0.0,1.0,0.0
October 2," Was addicted to Delta 8 for a couple months. I could get high whenever and even wherever I wanted. Had no self control, finally I've quit.",0.0,0.095,0.905,-0.296
October 2, If you buy delta 8 you’re an asshole,0.0,0.0,1.0,0.0
October 2, The delta 8 cart I have right now puts me straight to sleep. Lmao ima only use that at bedtime. I slept all day.,0.234,0.0,0.766,0.7003
October 2, Thank you Pennsylvania for having delta 8. It's a legal form of THC that I can use in moderation and not have a reaction to. Two hearts FINALLY I CAN SLEEP.,0.138,0.0,0.862,0.4588
October 2, trying a delta 8 gummy. this could be the new vibe? more later.,0.0,0.0,1.0,0.0
October 2, Delta-8 is just diet THC,0.0,0.0,1.0,0.0
October 2," i took a quarter of a delta 8 edible and if this is what edibles are like for everyone else, i FINALLY get it",0.122,0.0,0.878,0.3612
October 2, I honestly find much more benefit from Delta-8 gummies and cartridges. But yeah CBD oil is pretty decent.,0.464,0.0,0.536,0.8819
October 2, Consider that Delta 8 is another strain of THC and it’s potency will only grow with time. So in a lot of ways weeds been legal federally since 2018 thanks to Trumps economic war with China.,0.111,0.129,0.759,-0.1779
October 2, I’m deadass craving another delta 8 vape,0.0,0.0,1.0,0.0
October 2, Is going ok just got off work I’m so tired can’t wait to save up and cop some delta 8,0.215,0.149,0.636,0.1677
October 2," i was skeptical of delta-8, but this shit's great",0.425,0.124,0.451,0.7184
October 2," I took a 10 mg Delta 8 gummy last night and just felt so relaxed like no stress at all, but still able to function normally",0.164,0.134,0.702,0.206
October 2, Delta 8 don’t do shit either go get some loud ,0.0,0.31,0.69,-0.5574
October 2, Delta 8 THC Is Cool..,0.0,0.0,1.0,0.0
October 3, high as hell off this 25$ gas station delta 8 cart,0.0,0.338,0.662,-0.6808
October 3, delta 8 gummies are so good,0.483,0.0,0.517,0.5777
October 3, never again am I trying delta 8 my dumbass ate a whole 1000mg edible and almost died I had to fix phones like this worst fuck up ever that’s what I get for not reading the bag ,0.056,0.341,0.603,-0.9298
October 3, have any of y’all tried delta 8 wtf is that,0.0,0.322,0.678,-0.5859
October 3, Agree. Also delta-8 gummies are miraculous for pain (esp nerve pain) if you haven’t already tried this. Less loopy high too which is Thumbs up for me!,0.08,0.116,0.804,-0.2714
October 3, took a delta 8 and instantly started sweating,0.0,0.0,1.0,0.0
October 3, smoking gas this not delta 8,0.0,0.0,1.0,0.0
October 3, Delta 8 is really such a blessing lol,0.621,0.0,0.379,0.7609
October 3, dude ngl like delta 8 slaps and farts my guy,0.238,0.0,0.762,0.3612
October 3,Try delta 8,0.0,0.0,1.0,0.0
October 3, Kassi works with this company called green relief and they do delta 8 pens and edibles and they have been AMAZING,0.298,0.0,0.702,0.824
October 3, yeah they had delta 8 with indica and sativa too we picked up some stuff for my grandpa and i got one of those little disposables with indica to help me sleep since you’ve seen first hand how sleepy indica makes me,0.18,0.0,0.82,0.7964
October 3," Given the solvent acids they use to make Delta-8, I wouldn't touch the stuff unless each batch is lab tested.",0.0,0.0,1.0,0.0
October 3, Facts. I’ve tried Delta 8 too and that is very calming,0.25,0.0,0.75,0.4576
October 3, Delta 8 be hitting,0.0,0.0,1.0,0.0
October 3," Okay so apparently Delta-8 THC is still controversial, should maybe consider avoiding in the future.",0.105,0.232,0.663,-0.3182
October 3, Working in a smoke n vape shop is so annoying no I haven’t tried delta 8 I smoke real weed at home and in the bathroom here at work I don’t have any recommendations,0.0,0.187,0.813,-0.7158
October 3," Actually I just tried delta 8 recently while visiting Sacramento, and it really was helpful! Very pleasant and def reduced anxiety. Too bad I can't get it here in NC lol.",0.257,0.137,0.606,0.6771
October 4, Oh delta 8. I love you.,0.512,0.0,0.488,0.6369
October 4, Wish my state was cool and didn’t make delta 8 illegal. Aside from myself I know plenty of people who would benefit from it.,0.27,0.122,0.608,0.5267
October 4, Lol good because them delta 8 I got will have you paralyzed ,0.416,0.0,0.584,0.6908
October 4, ... delta 8 is kinda good,0.395,0.0,0.605,0.3832
October 4, Happy to hear it!  Delta 8 is a game changer:),0.363,0.0,0.637,0.6114
October 4," A few months now, I tried vaping for CBD/Delta 8 pain management and it works. But I have baby lungs and most of them tear me apart. I found ONE company with ONE version I can tolerate.
The new one tastes like grandma perfume but it works.
I still think it's dumb, but it works.",0.059,0.12,0.82,-0.5187
October 4, those delta 8 candies really smack ya right in the face,0.0,0.0,1.0,0.0
October 4," We have Delta 8 in Tennessee. I use that. It’s okay…

I have constant back pain. So it helps.",0.143,0.164,0.694,-0.1082
October 4, Took a Delta 8 gummy and I don't feel sh*t.,0.0,0.0,1.0,0.0
October 4, Delta 8 is ass and I will be sticking to my illegal ways,0.0,0.441,0.559,-0.7964
October 4, i love delta 8 so much y’all,0.512,0.0,0.488,0.6369
October 4, Me rn lmaoooo I even went n bought some delta 8 THC and this shit is jus diet weed :-(,0.0,0.31,0.69,-0.775
October 4, well i will always be hitting delta 8 pen b4 work now bc that was fantastic i didnt get MAD at any rude customer ONCE today i was like U KNOW WHAT I FEEL SO GOOD AND FLIRTY TODAYsooooo flirt with me or get outtttaaa my face,0.343,0.053,0.604,0.9459
October 4, If we talkin delta 8…. These are top of the hill…. I’m off world right now,0.107,0.0,0.893,0.2023
October 4, Have you tried the Delta 8 THC? It’s good ish and it doesn’t knock you off your feet. Plus it’s legal here in TX,0.276,0.0,0.724,0.7672
October 4, p sure delta-8 fucked me up fam stop while you can,0.145,0.415,0.44,-0.6486
October 4," No shit. I won't even hand over my delta 8 gummies, and all that shit does is make me sleepy.",0.0,0.462,0.538,-0.9007
October 4, Delta 8 really took me to another dimension last night,0.0,0.0,1.0,0.0
October 5," No proof of your case in there.  Purely speculation, and who is to trust the money grubbing government isn’t lobbying for their own gain.  I personally have been completely fine vaping and ingesting delta 8 and thc-o.  Look me up @coffeecolorbrotha",0.19,0.076,0.734,0.7425
October 5," Braden has entered another plane of existence. Delta 8 is like, Weed Lite.",0.185,0.0,0.815,0.3612
October 5, Delta 8 edibles are a wild time. Godspeed.,0.0,0.0,1.0,0.0
October 5, There are no standards of regulation for this fad synthetic chemical. It doesn't exist in nature. There is a reason Colorado outlawed Delta 8.  We're you at Champs?,0.158,0.071,0.771,0.4069
October 5," Confession:

I'm starting to enjoy Delta 8/10 more than I do with organic THC.",0.211,0.0,0.789,0.4939
October 5, delta 8 be kinda crazy,0.0,0.413,0.587,-0.2748
October 5," Have you heard of Delta 8? News 3's 
@ClayFalls
 takes a look at what it is and why we are seeing some people being arrested in Brazos County for possessing it.",0.0,0.097,0.903,-0.4767
October 5, That delta 8 stuff actually works,0.0,0.0,1.0,0.0
October 5," Overall I'd have to say the Delta 8 and Delta 10 market have the potential to be threats to Floridas medical market if left unregulated. The costs are significantly cheaper than a medical dispensary, and it was quite easy to get. Still prefer Delta 9 and lab testing tho

#MSOgang",0.063,0.055,0.882,0.101
October 5," So, I tried a couple of edible delta-8 THC products for this story. They did in fact work as advertised -- one more than the other.",0.0,0.0,1.0,0.0
October 5," i had some good delta 8 shatter last year, i feel like it all depends on the terps they use. we've all hit w cbd pen that tasted like e juice before",0.248,0.0,0.752,0.7845
October 5," yeah it hurts my lungs and keeps getting stuck so i have to pull hard and i have to smoke so much of it to feel anything it’s just not worth it, i like the cake delta 8 pens tho",0.052,0.242,0.706,-0.7249
October 5, Delta 8 and Delta 10 are spreading all over Minnesota while legislators drag their feet to legalize Delta 9. Some people repeatedly can't tell any difference. What a crazy loophole.,0.0,0.142,0.858,-0.5106
October 5, You know what? Delta 8 isn’t too bad,0.0,0.368,0.632,-0.5423
October 5, Delta 8 is so much stronger than regular cbd,0.291,0.0,0.709,0.4364
October 5," Is regulation coming down on the Delta 8 and Delta 10 industry? Maybe.

#delta8 #delta10 #hemp #cbd #nihc #policy",0.0,0.0,1.0,0.0
October 5, This delta 8 not so bad I fuxxx wit it,0.339,0.0,0.661,0.5549
October 5," Anyone buy delta 8 or 10 vapes or edibles? If so what are your favs? I've only tried one brand of D8 edibles, and honestly I didn't feel anything. Suggestions and favs if you got them! Leave a comment or dm me if you don't wanna put it on blast",0.056,0.126,0.818,-0.5838
October 6," after a couple days of just using delta 8, i must say i enjoy it more than delta 9.",0.176,0.0,0.824,0.4939
October 6, Paring this 16% CBD bud & 89% delta 8 THC. Thanks loophole laws. I’m zoinked,0.195,0.0,0.805,0.4404
October 6, I’m a little over 2 months. Delta 8 gummies have helped with the stress,0.0,0.219,0.781,-0.4215
October 6, There’s fentanyl in that Delta 8 shit because that’s a different kind of substance lmaoo,0.0,0.231,0.769,-0.5574
October 6, Fuck delta 8 is way stronger than I thought,0.234,0.315,0.45,-0.2263
October 6, You on that gas station delta 8 bro? Your tweekin lol,0.237,0.0,0.763,0.4215
October 6, Delta-8 THC Legality: Why Regulations Are On The Rise https://radaronline.com/p/delta-8-thc-legality-why-regulations-are-on-the-rise/ #SmartNews,0.0,0.0,1.0,0.0
October 6, delta 8 is Face vomiting,0.0,0.0,1.0,0.0
October 6, I dont endorse usage of Delta-8 tetrahydrocannabinol,0.0,0.282,0.718,-0.2411
October 6," In the Weeds: Delta-8 Warnings, Cannabis Use for Athletes and Use in California Healthcare Facilitie... http://bit.ly/3Fktt0u #cannabis",0.0,0.121,0.879,-0.296
October 6," Oh shit, I didn't know all that. I know the only difference I've ever noticed with Delta 8 is the effects don't last as long as with Delta 9, but thanks for the heads up!",0.114,0.063,0.823,0.4295
October 6, bought a delta 8 vape for the shits and giggles now i don’t know where i am,0.113,0.195,0.692,-0.3182
October 6,CDC ,0.0,0.0,1.0,0.0
October 6, Let me tell yall....do not take 2 delta 8 gummies at the same time. You will regret it for several hours,0.0,0.135,0.865,-0.4215
October 6," Don't miss this opportunity to take your Delta 8 knowledge even further. 

Including what it is, where it comes from, the legality, and even how to make Delta 8.

https://extraktlab.com/delta-8-thc-course/

s #extraktLAB #education #free #course",0.132,0.0,0.868,0.571
October 6, if it’s delta 8 stop smoking that shit immediately please,0.163,0.411,0.426,-0.5423
October 6," I bought delta 8 shisha, i like",0.455,0.0,0.545,0.3612
October 6, whooaaaaa brother this delta 8 got me ,0.0,0.0,1.0,0.0
October 7, it’s like a milder version of the weed we normally smoke or edibles. i smoke delta 8 weed and they have edibles too. it’s pretty reasonably priced too!! check it out at most smoke shops or 50 shades of green,0.152,0.0,0.848,0.7418
October 7," ooc

im not doing so good so i might UHHH try to steal some delta 8 to make myself happy.",0.29,0.125,0.585,0.6418
October 7, Why is this delta 8 gummy hitting me like this I took more yesterday and felt way less high this makes no sense,0.105,0.093,0.802,0.0772
October 7, I ran into my neighbor and he sells delta 8 stuff for a living and casually gives me some goodies to try out. I love my complex,0.219,0.0,0.781,0.7096
October 7," If CBD is diet weed, then delta 8 is weed zero",0.0,0.0,1.0,0.0
October 7," Delta 8 gives me such bad anxiety lmao

Also I heard this dude say he likes to use it bc it's basically like cbd and doesn't pop on a drug test and it was like oh no baby who told u that",0.234,0.148,0.619,0.6486
