date,tweet,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound
Sep 4,delta 8 is S tier,0.0,0.0,1.0,0.0
Sep 4,been researching this Delta-8 stuff and it's basically legal reggie LMAO,0.405,0.0,0.595,0.7297
Sep 4,Just tried delta 8 how the hell they make a diet THC,0.0,0.338,0.662,-0.6808
Sep 4,I once accidentally bought delta 8 instead of regular and was like bruh wtf. Think I threw them away lol,0.216,0.253,0.531,-0.2263
Sep 4,"So angry. Betrayals. Excuses. Lies. Fear. Deceptions. Rumors. Gossip.
Its a lot to deal with. I mean there's only 4 people I can be around from my past group and Ima need actual weed for that day. Like the strong stuff, not delta 8.",0.114,0.221,0.665,-0.6697
Sep 4,"Waiting on my order , drnk is gonna crush it ,the delta 8 products are gonna be the gas on the fire",0.0,0.182,0.818,-0.4588
Sep 4,Delta 8 just diet weed,0.0,0.0,1.0,0.0
Sep 4,If its legal where you're at Delta 8 THC has helped out with my back and muscle pain immensely. Alongside my Gabapentin and DULoxetine it's knocked it out almost completely,0.047,0.104,0.849,-0.4215
Sep 5,the 0G kush variant of delta 8 tastes like black liquorish and its terrible,0.151,0.187,0.663,-0.1531
Sep 5,If we match n u pull out some Delta 8 bitch I’m finna roast your ass & smoke my GAS by MYSELF,0.0,0.313,0.687,-0.8074
Sep 5,delta 8 should not be as legal as it is,0.0,0.146,0.854,-0.0951
Sep 5,Couple of Delta 8 gummy’s and la la land.,0.0,0.0,1.0,0.0
Sep 5,One of my neighbors has Parkinsons so bad he shakes violently. I saw him outside and he wasn't shaking at all. He told me they put him on a Delta 8 cbd and his shaking went away. He eats a piece of gummy candy a day.,0.063,0.172,0.766,-0.805
Sep 5,"My Delta 8 cartridges came in. They're awesome, and legal, it's delta 8 instead of delta9 the
About half as potent but great buzz and helps my symptoms soooo much, if you haven't tried you should, especially if delta9 Is illegal in your state",0.235,0.089,0.676,0.7876
Sep 5,"i ran out too its interesting the synchronicities i see.
Have you tried Delta 8 from a smoke shop?
Its low THC Hemp flower with Terps...Gets you pretty stoned. You will thank me later.",0.23,0.058,0.712,0.743
Sep 5,Just got some delta 8 Eyes bout to try this diet weed out lmao,0.245,0.0,0.755,0.5994
Sep 5,Delta 8 is Delta great,0.577,0.0,0.423,0.6249
Sep 5,Never thought I’d be buying delta 8 pre rolls at a gas station. Shit low key be smackin,0.0,0.289,0.711,-0.6908
Sep 5,"Does delta-8 really help you sleep?.
What we know about delta-8 so far is anecdotal: We hear from MOONWLKR customers who have experienced a better night's sleep with delta-8.
The post Does delta-8 really help you sleep? appeared first on Leafly.",0.2,0.0,0.8,0.8499
Sep 5,"*consumes half pound of fine ground led shavings* nah nah it's delta 8, you can buy it at the corner store. It's weed",0.073,0.114,0.813,0.0
Sep 6,They are Delta 8 THC. I take CBD too though. Delta 9 THC is the stuff that gets you high. Delta 8 is much milder. But I still feel buzzed...,0.0,0.0,1.0,0.0
Sep 6,OK ANYONE THATS HAD DELTA 8 CAN YOU PLEASE TELL ME IF ITS DIFFERENT FROM REGULAR THC MY BODY CANT HANDLE THAT,0.191,0.0,0.809,0.5423
Sep 6,"How is Delta 8 THC 100% Federally legal? I got some Delta 8 gummies in the mail today and I'm feeling pretty high.
Send help...
And ice cream.",0.22,0.0,0.78,0.6369
Sep 6,I'm gonna have to check out that Delta 8- I've heard good things...,0.195,0.0,0.805,0.4404
Sep 6,Tell me why delta 8 is legal if ur 18 but nobody will sell it to you unless ur 21??? Makes no sense,0.051,0.136,0.813,-0.4749
Sep 6,"I smoke every day, but if you take 50mg of delta-8 gummies I guarantee you're going to wake up with a weed hangover.",0.116,0.0,0.884,0.3612
Sep 6,Delta 8 waste of money,0.0,0.483,0.517,-0.4215
Sep 6,Bro the delta-8 gummies put me in my place though. Thought I was tough guy on campus then I’m all “where’d my legs go”,0.0,0.064,0.936,-0.128
Sep 6,"Lmao , I can’t with the mids , but look into delta-8 for a lighter thc experience.",0.17,0.0,0.83,0.3506
Sep 6,I tried delta 8…pretty meh imo,0.0,0.245,0.755,-0.0772
Sep 6,"So, in talking about the perks of Delta 8 for me, it's been great. The biggest one is I am actually relaxing. Which is super weird. But, my body is relaxing. I am smiling and laughing when I put the kids to bed, even if I'm tired. I laid in bed, and felt my entire spine unknit.",0.286,0.075,0.639,0.9382
Sep 6,I use delta 8 vapes! I can’t smoke regular weed much bc it gives me anxiety but this is mellow enough that it just helps the pain and helps me sleep:) I love it!,0.3,0.132,0.568,0.855
Sep 6,That delta 8 no joke,0.344,0.344,0.312,0.0
Sep 7,"Holy crap. I bought some Delta 8. I kind of assumed it would just be some nonsense that didn't do anything. I figure there's only one way to find out. But I'm definitely feeling it. It's not strong, but it's restored my faith in the world just a bit. Something that works.",0.201,0.119,0.68,0.7093
Sep 7,DELTA 8 IS A GIFT FROM THE ISEKAI GODS WEED ISNT LEGAL IN KANSAS BUT FUCK WITH THE GENETIC COMPOUND AND BOOM YOU GOT LEGAL WEED WITH A NICE CBD TWIST I RECOOMEND GOING AND TRYING IT NOT SPONSERED JUST A LOVE OF #DELTA8,0.111,0.238,0.651,-0.75
Sep 7,Crazy if you dont smoke weed but like weed and just cant afford it get the delta 8 vape it is cbd and like 2% thc that shit gets you litty titty,0.162,0.165,0.673,-0.0258
Sep 7,Ya niggas smoking delta 8 from a smoke shop? Ohh nahhh,0.0,0.231,0.769,-0.34
Sep 7,"I'm doing the delta 8 stuff, which is milder than real weed but eh, it's all that's legal here in Texas.",0.084,0.0,0.916,0.1901
Sep 7,I just started fucking with delta 8. I like it way better than 9 because I don’t get the paranoia,0.265,0.098,0.637,0.5267
Sep 7,Delta 8 edibles are fire,0.0,0.444,0.556,-0.34
Sep 7,People smoking delta 8 I just wanna know why are you such a fuckin dweeb,0.0,0.0,1.0,0.0
Sep 7,No more Delta 8 CBD bullshit.,0.0,0.676,0.324,-0.7402
Sep 7,"Spice was my big fucked up drug experience, you won't catch me doing anything with Delta 8",0.0,0.227,0.773,-0.6597
Sep 7,Don’t underestimate delta 8 I’m fucning ZOINKED,0.0,0.306,0.694,-0.296
Sep 7,I bought a delta 8 pen that I’m pretty sure was just spice suspended in vegetable oil,0.281,0.158,0.561,0.34
Sep 7,Delta 8 is gr8,0.649,0.0,0.351,0.5719
Sep 7,Bro is it just me or everybody in Chicago smoke that delta 8 bullshit,0.0,0.241,0.759,-0.5859
Sep 8,"Okay but no cap, Delta 8 is niceee",0.157,0.303,0.541,-0.3291
Sep 8,"Delta 8 is really, honest and truly, diet weed. It ain't the same
But it'll do just enough",0.226,0.0,0.774,0.5233
Sep 8,"delta 8 works man, im laid out",0.0,0.0,1.0,0.0
Sep 8,"Delta 8 pen works wonders for me, but does give me hella munchies",0.0,0.0,1.0,0.0
Sep 8,"Experts fear that new super CBD Delta-11 may be even more potent than Delta-8, warn of increased vibes and gas station earnings.",0.21,0.161,0.629,0.34
Sep 8,Delta 8 is better. Federally legal and actually gets you high,0.355,0.0,0.645,0.5267
Sep 8,Delta 8 THC is just legal mid,0.231,0.0,0.769,0.128
Sep 8,We have a delta 8 disposable & a few delta 8 edibles and that vape knocks me on my ASS. Seriously 30 minutes later I’m sleeping like a rock.,0.088,0.209,0.703,-0.5319
Sep 8,Delta 8 cigarettes are so cool I just smoked 3 and now I have to go to the black lodge,0.166,0.0,0.834,0.4572
Sep 8,"Edibles are the most popular way to consume Delta 8. In my opinion, 3Chi's edibles are among the very best. Try them out for yourself and let me know what you think.",0.202,0.0,0.798,0.8218
Sep 9,I got some Delta 8 Diesel and this got me on a happy high,0.27,0.0,0.73,0.5719
Sep 9,not that fucked if it's delta 8? 25 mg of delta 9 could destroy someone w no tolerance but that much d8 should hit like more like 12.5 mg which isn't terrible,0.302,0.213,0.485,0.4659
Sep 9,"These are fire. Delta 8 edibles fire, come at me.",0.0,0.407,0.593,-0.5859
Sep 9,that delta-8 is no joke LMAOOOO took my ass out,0.148,0.383,0.47,-0.5423
Sep 9,"I think it’s kinda crazy how delta-8 is legal & literally makes me feel a lot like thc or whatever. I guess there’s a lot to it & not a whole lot is known about delta-8 like the things that are left behind in the body, but at this point why is thc still illegal here, hahaha.",0.161,0.107,0.732,0.2952
Sep 9,Was off the delta 8 thinking I was in a hot dog eating contest,0.0,0.0,1.0,0.0
Sep 9,Protein shakes. Also if you’re not into weed you can try delta 8 in cart form. It’s not psychoactive and it’s good for appetite enhancement too,0.108,0.0,0.892,0.4404
Sep 9,"Dude, Delta-8 wont do shit with the tolerance you have…",0.39,0.0,0.61,0.6278
Sep 9,"If you are looking for effects similar to #thc but with reduced potency, delta-8 may be for you. If you seek relief from certain symptoms and don’t want to get intoxicated, you may want to try a #cbd product.",0.222,0.0,0.778,0.8271
Sep 9,"Delta 8 really be having me fucked up. And I’m drinking on top, I’m just gone start smoking fr",0.081,0.198,0.721,-0.5574
Sep 9,"I am shocked at how legal Delta 8 is, because wow",0.39,0.169,0.441,0.4588
Sep 9,I've been loving delta 8!!!,0.544,0.0,0.456,0.6981
Sep 9,delta 8 is so good,0.555,0.0,0.445,0.5777
Sep 9,Okay so delta 8 is semi made it’s natural but still has a process so the flower is just cbd sprayed with the delta 8 which can be super super unsafe even when done correctly and never tastes good (before I knew better I tried it),0.318,0.056,0.627,0.9397
Sep 9,ummmmm. why didn’t anyone tell me delta 8 gummies are amazing,0.297,0.0,0.703,0.5859
Sep 10,"i have legal delta-8 gummies and wine, life is beautiful",0.435,0.0,0.565,0.6597
Sep 10,Maaannn I had delta 8 pre rolls and them shits surprised tf outta me,0.127,0.207,0.667,-0.296
Sep 10,My dad recently discovered delta 8 gummies and today he gave me half of one and said “be careful with this. You’re welcome” and winked ?????,0.096,0.0,0.904,0.3736
Sep 10,"Bro if you smoke and haven’t at least looked in to Delta 8 idk what to tell you, you’re missing out. Legal, way cheaper, I haven’t looked back in months",0.05,0.12,0.831,-0.2732
Sep 10,"I tried delta 8 gummies last night, I do feel like they helped me sleep! #Delta8",0.189,0.0,0.811,0.4199
Sep 10,"just took 125mg of delta 8 gummies, and I just did some reading on them and now i’m scared",0.0,0.153,0.847,-0.4404
Sep 10,Delta 8… but they clearly work ahah,0.372,0.0,0.628,0.5499
Sep 10,all the delta 8 does is make me tired,0.0,0.293,0.707,-0.4404
Sep 10,hit this delta 8 thc vape before lifting and i think all it did was negate the preworkout,0.0,0.0,1.0,0.0
Sep 10,this delta 8 got my brain doing the two step,0.0,0.0,1.0,0.0
Sep 10,celebrating a successful interview for a job that doesn't drug test by turning my brain into a blank slate with delta 8,0.319,0.0,0.681,0.8176
Sep 10,I bought some Delta 8 gummies …. & when I tell you I’ve been getting some of the best sleep of my life … I almost forgot what it felt like to get a full 8 hour of uninterrupted sleep.,0.183,0.0,0.817,0.7717
Sep 10,"BTW-- Delta 8 seems to be a decent pain management supplement. No ""high"" for me like with Delta 9, but the body certainly appreciates it. Your mileage may vary.",0.265,0.107,0.628,0.7615
Sep 10,The only thing that keeps me going are my delta 8 edibles,0.0,0.0,1.0,0.0
Sep 10,"I'm doing delta 8 pens, it's like half a dab, still strong but you don't lose yourself, less rush/comedown, no hangover.",0.281,0.099,0.621,0.5275
Sep 10,"Damn, Delta 8 is gr8",0.44,0.321,0.238,0.25
Sep 10,"On the real if anyone who doesn’t like smoking weed but you want to feel nice, try delta 8. I take a 10mg honey stick before bed and it’s sooooo relaxing and I get the giggles",0.324,0.0,0.676,0.9081
Sep 11,I've read some super whack things about Delta 8,0.358,0.0,0.642,0.5994
Sep 11,yooo i review delta 8 products!! what form r u trying! if u already smoke regularly i 100% recommend delta 8 dabs they hit HARD,0.157,0.099,0.744,0.3056
Sep 11,I like delta 8,0.714,0.0,0.286,0.3612
Sep 11,Haven't some states banned the sale of Delta / 8,0.262,0.0,0.738,0.357
Sep 11,personally just been doing delta 8 pens cuz like weed w/o making me hungry,0.172,0.0,0.828,0.3612
Sep 11,can u give me some delta 6 bro delta 8 makes me paranoid,0.0,0.182,0.818,-0.25
Sep 11,"""It's that Delta-8, man, it's great."" Scott Horton rules.",0.0,0.0,1.0,0.0
Sep 11,Try some Delta 8 gummies. Pretty much destroyed my interest in alcohol and other substances. Consistently gives you that feeling of waking up on a rainy morning in a cocoon of blankets.,0.213,0.124,0.663,0.4939
Sep 11,I tried delta-8 for the first time a week ago and for me it was like being high without the anxiety that I sometimes get with normal THC,0.149,0.0,0.851,0.4621
Sep 11,I luv delta 8,0.0,0.0,1.0,0.0
Sep 11,Holy fuck i just tried delta 8 and this shit is INSAne,0.0,0.599,0.401,-0.8873
Sep 11,"anyways i picked up some delta 8 bud today ! i got two different strains, one sativa and one indica because i’m still trying to figure out which kind will give me less anxiety/ munchies",0.106,0.063,0.831,0.3595
Sep 11,Also the advent of Delta 8 has probably created the need for some legal counsel.,0.226,0.0,0.774,0.3612
Sep 11,"Delta-8 products are undergoing new #regulation in the state of #Michigan.
#delta8",0.0,0.0,1.0,0.0
Sep 11,"All I’m saying is my friend tests drugs and testifies on them in court, LITERALLY A CHEMIST and after looking at lab results on it, he said delta 8 is literally weed lite and it’s fine. It’s literally fine. They’re about to outlaw the fuck out of it though.",0.128,0.066,0.807,0.3182
Sep 12,delta 8 is just mind control weed invented by the cia,0.0,0.0,1.0,0.0
Sep 12,"Convinced that all the articles saying delta 8 is technically safe but ""under no circumstances should you inhale it"" are ops. What am I bill clinton? grow a pair coward.",0.113,0.202,0.685,-0.6124
Sep 12,I think it’s really embarrassing that delta 8 makes me stoned,0.0,0.266,0.734,-0.4391
Sep 12,"Careful with delta 8, there's hardly any regulation if it all, in terms of testing for contaminants. Better off sticking with natural THC. MuchLove",0.25,0.0,0.75,0.7184
Sep 12,So I just learned delta 8 actually gets you high and isn’t just CBD??,0.0,0.0,1.0,0.0
Sep 12,"Try delta 8 gummies. There’s no consistency from one shop to the next but I’ve had some really strong ones that definitely did the trick. That said, I’ve also had shitty ones that I was told would be strong but the good ones can be really good.",0.319,0.118,0.562,0.9453
Sep 12,"Delta 8 is fuckin wild
I just legally bought a quarter of bud with a debit cars",0.104,0.0,0.896,0.1027
Sep 12,Nothing like overconsuming delta 8,0.0,0.413,0.587,-0.2755
Sep 12,Now I stick with Delta 8 edibles! I’m a lightweight,0.0,0.0,1.0,0.0
Sep 12,someone told me delta 8 is milder and legal in PA but i don’t really want to spend the money and gamble tbh. i prefer alcohol cuz it tastes good and doesn’t give me psychosis,0.194,0.0,0.806,0.7175
Sep 12,"I got a bottle of delta 8 gummies that I'm unsure about. Last time I smoked some medicinal, I couldn't pull my head out of the toilet.",0.0,0.087,0.913,-0.25
Sep 12,FDA might not have approved the vaccine but they did approve Delta 8 so it's kind of a win-win,0.0,0.094,0.906,-0.1695
Sep 12,My daughter & I are struggling. CBD & Delta-8 has helped us a lot.,0.0,0.237,0.763,-0.4215
Sep 12,Lmfaooo u real af i Just got my silly delta 8 edibles,0.121,0.0,0.879,0.0258
Sep 12,Okay trying delta 8 again but like 1/4 of a gummie instead of a whole one. Last time was a shit show. Lol. So here goes nothing. Hopefully it’ll be a much calmer and relaxing high instead of me feeling like I’m dying and losing it and very intoxicated.,0.317,0.169,0.514,0.83
Sep 12,"Some disposable delta 8 vapes look completely indistinguishable from any other vape, highly recommend just going on a walk with one",0.134,0.0,0.866,0.4201
Sep 12,"My buddy gave me some delta 8 gummies, they were really nice",0.236,0.0,0.764,0.4754
Sep 12,Loving delta 8 tbh,0.661,0.0,0.339,0.5994
Sep 12,"It’s not even that, just messes with my head but I switched to Delta 8 and can enjoy getting high again.",0.193,0.0,0.807,0.6486
Sep 12,I’m marking today the first day I bought legal DELTA 8 in Texas! #weed2021,0.14,0.0,0.86,0.2003
Sep 12,crazy how i'm obsessed w delta 8 and the delta variant exists lol year of delta,0.156,0.229,0.615,-0.0772
Sep 12,this delta 8 cart tasting like absolute shit,0.225,0.324,0.45,-0.2732
Sep 12,"Trying Delta 10 for the first time, not bad. I'm actually a little giggly. Delta 8 still probally better for sleep.",0.318,0.0,0.682,0.7548
Sep 12,"I been on this delta 8, but it ain’t it no more, I need that grass baby.",0.0,0.167,0.833,-0.4215
Sep 12,You should be able to get Delta-8 products. I take a gummy every night (unless I forget) to be able to sleep through the anxiety.,0.0,0.075,0.925,-0.1779
Sep 12,"We have the delta 8 cartridges where I live, best thing I’ve ever had",0.276,0.0,0.724,0.6369
Sep 12,"Probably about time for my evening dose of CBD with a tiny bit of delta 8. I used to take it really late, right before bed. Its getting earlier & earlier because I LIKE it.",0.097,0.0,0.903,0.4995
Sep 12,yea that's what i'm lookin for. I've ate the delta 8 thc gummies from 3Chi and those felt pretty good,0.264,0.0,0.736,0.7269
Sep 12,Delta variant? Are you guys talking about that delta-8 fake gas station weed?,0.0,0.224,0.776,-0.5362
Sep 12,"the handwritten thank you notes with @CBDOilSite
orders are everythingPleading face stoked to try this delta 8 syrup!",0.149,0.0,0.851,0.4199
Sep 12,"if avail, i would suggest copping a delta 8
just smoked this one and it feels damn close to good ole fashioned mary jane
the THC in weed is considered Delta-8, if i understand it correctly, while this is product is just below
i can feel it, so worth a shot
call it weed light",0.1,0.05,0.85,0.4002
Sep 12,"CBD. THC (delta-8) is not helpful. Considering trying CBG.
I can give you a list of things so far that make our dissociation worse ROFL: alcohol, that ingredient in many cough medicines, and THC.",0.114,0.14,0.746,0.0003
Sep 12,Finally smoked that delta 8 shit… son I’m high as shit omg,0.0,0.265,0.735,-0.5574
Sep 12,Maybe I’ll see wtf this delta 8 shit Is all about,0.0,0.481,0.519,-0.8126
Sep 12,suffering from a fatal delta 8 headache,0.0,0.688,0.312,-0.765
Sep 12,Weed companies here have actually been lobbying against delta 8 because they don't have the liscenincing laws lmao. It's fine but tbh everytime I've taken it it's given me a headache.,0.124,0.037,0.839,0.4019
Sep 12,Delta 8 gives me panic attacks.,0.0,0.674,0.326,-0.7351
Sep 12,You can't get high on Delta 8. I tried it twice.,0.0,0.0,1.0,0.0
Sep 12,What this delta shit ppl getting sick off delta 8 thc,0.0,0.463,0.537,-0.7845
Sep 12,sketchy delta-8 from the gas station has my eyes red what in the legal market is this,0.086,0.0,0.914,0.128
Sep 12,"That's why I didn't drink for many years. But mine are all grown up, so every great once in awhile. My migraines prefer Delta 8 THC and I love it.",0.322,0.0,0.678,0.9309
Sep 12,"They are legally selling Delta 8 thc vapes in Indiana. I bought 3 Indica carts for 70 bucks and they threw in a battery. Northern Lights D8 is as good as regular illegal weed. Cheaper, too.",0.105,0.209,0.686,-0.7378
Sep 12,"If you wanna get high, you gotta get delta-8 CBD, regular CBD just makes you feel relaxed
And for the love of god, if you do use delta-8 CBD, start out with just one gummy",0.229,0.0,0.771,0.8591
Sep 13,she already pissed her pants on a delta 8 edible,0.0,0.375,0.625,-0.6369
Sep 13,"Well, I think so...? But I'm kinda into CBD & Delta 8 at the moment. Regular THC makes me paranoid & makes my heart race...",0.067,0.108,0.824,-0.2382
Sep 13,"Same, regular weed gets me paranoid af. But Delta 8 gets me to the exact level I like without any paranoia",0.234,0.066,0.7,0.594
Sep 13,"Delta 8 is shit, I got two for free and still regretting my purchase",0.177,0.339,0.484,-0.4588
Sep 13,Delta 8 don’t work for me I need the real shit,0.0,0.31,0.69,-0.5574
Sep 13,Never will I ever doubt delta 8 I’m sickkkkk,0.26,0.0,0.74,0.2755
Sep 13,I’m glad I only consume delta 8 now. Ain’t nobody adding nothing crazy to my high experiences,0.279,0.0,0.721,0.6169
Sep 13,delta 8 humbled my ass,0.0,0.538,0.462,-0.5423
Aug 14,I have decided not to consume delta 8 anymore,0.0,0.0,1.0,0.0
Aug 14,These delta 8 articles are crazy. Oh man your gas station fake weed gummy experience wasn’t the high end curated drug experience you were looking for? No shit.,0.0,0.329,0.671,-0.8834
Aug 14,Delta 8 is literally the new K2 and none of these kids were around for that so they don’t see what’s going on,0.0,0.0,1.0,0.0
Aug 14,Ok so delta-8 is just weed,0.306,0.0,0.694,0.296
Aug 15,them delta 8 gummies put my ass OUT yesterday,0.0,0.333,0.667,-0.5423
Aug 15,"I had a silly amount of delta 8 last night. I was feeling really good. This morning, I spent about three hours just listening to the fan feeling like I was melted to the mattress. Sooooo comfortable and relaxed.",0.427,0.0,0.573,0.9392
Aug 15,the delta-8 tinctures work very well also. variety of delicious flavors :) gonna try some gummies this upcoming week,0.362,0.0,0.638,0.8439
Aug 15,"Can second this m, I work for STR8 Delta 8 and it’s been the most helpful thing for me",0.162,0.0,0.838,0.4754
Aug 15,Tried Delta 8. Loved it. Surprisingly good.,0.692,0.0,0.308,0.8402
Aug 16,CBD doesn’t help. It’s just another money grab. Delta 8 is dumb af too. Legalize THC.,0.142,0.174,0.684,-0.1531
Aug 16,"i really wanna try Delta 8 to help with my mental health but I get such bad anxiety while smoking so i’m nervous to try it. Like, I would take one drag off a blunt and i’d be panicking so i’m really not trying to do that again lol",0.145,0.264,0.591,-0.8057
Aug 16,"This is delta-8, but the isolate is still HIGHLY effective, depends on your state, it may be legal..",0.238,0.092,0.67,0.6693
Aug 16,"I walked into the shop and said...give me the strongest you have...thats what they gave me. Ive never had gummies or edibles before...it didn't disappoint. I also wasn't expecting much for the legal ""delta 8""...boy was I wrong...",0.172,0.0,0.828,0.6866
Aug 16,does delta 8 do anything to you guys. i don't feel shit,0.245,0.0,0.755,0.4449
Aug 17,day 2 of the delta-8 gummies. the high comes on like an hour after taking. 30mg feels good,0.265,0.0,0.735,0.6597
Aug 17,this delta 8 hittin!,0.0,0.0,1.0,0.0
Aug 17,"Jury’s still out. The Delta 8 seems to really improve my sleep. Deeper sleep. Please don’t take this as my endorsement. At least, not yet. And as always discuss with your doctor before trying!",0.212,0.0,0.788,0.7955
Aug 17,So I got one of these delta 8 pens…. That was the best sleep I’ve had for a while woah,0.208,0.0,0.792,0.6369
Aug 17,delta 8 thc carts are something dangerous,0.0,0.383,0.617,-0.4767
Aug 18,i should ve never smoked that delta 8,0.0,0.0,1.0,0.0
Aug 18,"I found delta 8 thc has been much more mellow for me. I use 3Chi brand gummies and tincure
Also talk to your psychiatrist or therapist. May need a med or something to help (no idea what your current regime is)",0.07,0.0,0.93,0.4019
Aug 18,"1/2 of a delta 8 gummy. Tiny bit of thc, no high, just 8 hours of blissful sleep and no hangover.",0.167,0.189,0.644,0.128
Aug 18,"Delta 8 nice, I give it a thumbs",0.412,0.0,0.588,0.4215
Aug 19,tbf delta 8 is just go to sleep weed but i love to nap so,0.326,0.0,0.674,0.7783
Aug 19,I still recommend delta 8 but be careful with the dosage.,0.343,0.0,0.657,0.3919
Aug 19,It makes you feel good it’s called delta 8 dab pens get you one it helps with stress,0.247,0.126,0.628,0.4019
Aug 19,Delta 8 gummies rock unless you try some new ones and eat two. 60 mg. Oops. Totally chill but also having anxiety and actual panic attacks. Warning sign like wtf? How and why?,0.067,0.394,0.539,-0.9498
Aug 20,"Our state is on the cusp for legalization after voting for such (twice now btw Face with hand over mouth). We almost were denied again but iirc many more states were denied that. Delta 8 isn’t as good most of the time, but it almost is just as good as the real deal and I swear I can’t tell much diff.",0.143,0.096,0.761,0.6436
Aug 20,"Try delta 8! But good ones, not street carts or gas station carts.",0.257,0.0,0.743,0.63
Aug 20,i don’t need your “MaRiJuAnA” i got delta 8 peach rings,0.0,0.0,1.0,0.0
Aug 20,Delta 8 is the shit idk the last time I smoked delta 9 tbh,0.471,0.0,0.529,0.8402
Aug 20,"I tried using Delta 8 for a while, after some self reflection and using it for several months I think I'm gonna switch to only using it for medicine rather than recreational, it's fun but it can make my personality a bit eh in my opinion",0.051,0.0,0.949,0.2846
Aug 21,That Delta 8 shit came out of nowhere and tbh… I do mot trust it.,0.184,0.201,0.615,-0.0772
Aug 21,Apparently Delta 8 edibles are crazy compared to regular ones? Y/N?,0.0,0.235,0.765,-0.4137
Aug 21,Not sure about educated... These Delta 8 gummies just hit different... make me feel like Yoda.,0.143,0.112,0.744,0.1376
Aug 21,I honestly like delta 8 it’s such a good high and I feel in a good mood instead of paranoid state,0.465,0.082,0.453,0.8519
Aug 22,I fuck with delta 8 she alright,0.235,0.412,0.353,-0.3612
Aug 22,delta 8 is just diet weed,0.0,0.0,1.0,0.0
Aug 22,So I’ve been smoking delta 8 I fucken love it cause when the high gone I feel uplifted clearer head and high so much lighter Lemon haze is my shit,0.128,0.11,0.762,0.1531
Aug 22,"Geez, I just did similar a few days ago with Delta-8 gummies and then had the most awkward stoned sleep ever.",0.0,0.095,0.905,-0.2247
Aug 23,Same sorta feel when I used to get my stuff in Austin but then decided to try delta 8 cause it makes me feel good knowing I’m doing something legal lol. It’s good I don’t get paranoid either!,0.293,0.054,0.653,0.8988
Aug 23,Delta 8 gummies are the shit bc I don’t have to smoke and I’m just baked af while it’s legal,0.256,0.0,0.744,0.6705
Aug 23,time to see what’s up w delta 8 !!! so far the gummies taste better than normal ones,0.201,0.0,0.799,0.5826
Aug 23,Delta 8 has me feeling Delta Gr8!,0.579,0.0,0.421,0.6696
Aug 23,"Yeah cbd is just calming. Now, Delta 8 is a different animal!! Watch out for that",0.314,0.0,0.686,0.6688
Aug 24,"Shot kicking my tiny honey, can't sleep because of cramping, yet dead tired wi migraine, that Delta 8 does work though, ordered a few online",0.0,0.255,0.745,-0.802
Aug 24,"Me: Whaddaya think of Delta-8?
Salesperson: It’s legit. I can’t smoke weed at work, right? So I smoke delta 8 on the job and it does the trick.",0.0,0.061,0.939,-0.1431
Aug 24,Idc what y’all say hit the delta 8 enough you’ll be off ya ass,0.0,0.226,0.774,-0.5423
Aug 24,I’m a cbd smoking sum bih… but that delta 8 seem too vicious,0.0,0.245,0.755,-0.5023
Aug 24,I will never ever support delta 8 weed.,0.0,0.311,0.689,-0.3089
Aug 25,So I tried delta 8 yesterday after 7 months of nothing and it was great,0.272,0.0,0.728,0.6249
Aug 25,A bit of a novel bc the delta 8 is hittin,0.247,0.0,0.753,0.3182
Aug 24,I took a quarter delta 8 and a bit of melatonin before bed since I was going to sleep super late and I’m somewhere between feeling well rested but hollowed out and the tail end of a delirious high,0.149,0.0,0.851,0.5023
Aug 26,Yup! Delta 8 is what I use and it still makes me feel really bizarre.,0.0,0.194,0.806,-0.4376
Aug 26,"I like the Delta 8 edibles, though. Mellower than full THC.",0.238,0.0,0.762,0.3612
Aug 26,Delta 8 isn’t that bad can’t cap,0.0,0.412,0.588,-0.5423
Aug 27,Because it's about dosage. You can smoke ten pounds of ditch weed and get crunkes. Too much delta 8 absolutely makes me have a terrible trip.,0.0,0.119,0.881,-0.4767
Aug 26,Okay this delta 8 shit? Surprisingly good,0.556,0.286,0.159,0.34
Aug 27,"Hey just so y’all know, definitely don’t smoke delta 8 or THC-O bullshit. It’s literally chemically altered thc concentrated to an un natural level.",0.187,0.13,0.683,0.1689
Aug 27,"you could also try delta 8, which is legal, for now, and is a weaker version of mj. That stuff works great on severe anxiety, though try to get a kind that won't screw up your perception of space and time and god knows what else",0.223,0.13,0.648,0.6365
Aug 27,delta 8 is the fucking move and works amazing for a tolerance break from bud,0.353,0.0,0.647,0.7184
Aug 27,I love delta 8. I very much enjoy my diet weed lite.,0.49,0.0,0.51,0.8261
Aug 28,My gf bought Delta 8 cartridge last night and holy fuck that shit works just as well as regular Delta 9 THC,0.08,0.271,0.649,-0.7184
Aug 28,"So. . they've legalized the use of Delta-8 THC products here in Texas. I tried some edible gummies.
While high, I ended up cleaning and got more done as time appeared to distort in my perspective. I also noticed that I tend to get more short tempered in that state.",0.0,0.05,0.95,-0.3182
Aug 28,i was hating on delta 8 but i’m probably gonna only smoke that until i’m able to get a medical card lol,0.162,0.094,0.744,0.3716
Aug 28,"Oh yeah. When my pain is high, it’s just really hard. I have been trying some different delta-8 gummies and so far they seem to really help my pain, but it doesn’t seem like I’m getting much deep sleep now. Not sure if it’s related.",0.132,0.156,0.712,-0.0626
